Bevétel;Cég;dbszám;függvénynek;ism;Gyáriszám;hadrianus azonosító;Gyártó;Típus;CPU Típus;CPU Modell;CPU Órajel (mhz);Ram (mb);Ram típus;hdd (gb);hdd típus;állapot (%);badsector (db);cd/dvd;kijelző mérete;kijelző típusa;kijelző felbontás;VGA típusa;VGA kimenet;webcam;Licensz;Licensz sorszám;Billentyűzet nyelve;Akku;állapot;Műszaki hiba;Esztétikai hiba;csomagolás;javítva/bővítve;Besz.ár;ár 1-20;ár 20+;kisker;Nettó eladási ár;Eladás dátuma;Szállító;számlázó kategoria;számlázó leltár;leltár dátum;raktárhely;egyéb;Leírás;nettó kisker ár;NYERESÉG;Szállító - javitás
2021.09.17;BoschMiskolcRBHM;1;#HIÁNYZIK;;;H21/3:3251;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;nincs;0;0;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt D;trackpoint nincs,ssd nincs, Bios Password;karcos,kopott,törött burkolat, display foltos;nincs;2021.11.18;4000;;;;;;;notebook;1;2022.01.07;004;;;;;
2019.05.09;BoschMiskolcPT;1;#HIÁNYZIK;;5CG6090KRF;H19/1:5674;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;120;sata ssd;100;0;nincs;14;;;integrált;display port;webcam;;;magyar;gyenge;használt A-;;;nincs;2019.11.08;4000;;;;keresni:;foglalva - Enikő;;notebook;1;;;;;;;
2020.11.26;BoschMiskolc;1;#HIÁNYZIK;;5CG5211W6D;H20/3:9113;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;;120;sata ssd;100;0;nincs;14;;;integrált;display port;nincs;Win 7 pro;;magyar;gyenge;használt D;törött kijelző, biosban fagy, hiányos;kopott;nincs;;4000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-4000;alkatrésznek
2019.08.01;Bosch60;1;#HIÁNYZIK;;;H19/2:0487;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;180;sata ssd;88;0;nincs;14;;;integrált;display port;nincs;;;magyar;gyenge;használt C;kijelző befolyva;;nincs;;2000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-2000;alkatrésznek
2021.11.24;BoschBp;1;#HIÁNYZIK;;5CG5211VQG;H21/4:4481;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;240;sata ssd;89;6;nincs;14;;HD+ (1600 x 900);integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt C;hiányos, hibás ssd;karcos;nincs;;8000;;;;;;;notebook;1;2022.01.01;bosch bp dolgozói;;;;;
2021.03.31;BoschBp;1;#HIÁNYZIK;dupla;5CG5387FC4;H21/0:8411;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;250;sata ssd;100;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt C;lan csati hibás, nincs ram;;nincs;;4000;;;;17 717;2021.09.23;vatera;notebook;0;;;;;;13717;vatera
2019.08.01;Bosch60;1;#HIÁNYZIK;;;H19/2:0491;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;250;sata ssd;100;0;nincs;14;;;integrált;display port;nincs;;;magyar;gyenge;használt C;nincs ram;disp folt;nincs;;8000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-8000;alkatrésznek
2021.05.04;BoschBp;1;#HIÁNYZIK;;5CG5387CY1;H21/1:4090;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;;250;sata ssd;100;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt D;be sem kapcsol, hiányos;kopott;nincs;;4000;;;;20 476;2021.09.17;vatera;notebook;0;;;;;;16476;vatera
2021.03.31;BoschBp;1;#HIÁNYZIK;;5CG5211VX4;H21/0:8095;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;250;sata ssd;19;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt D;hdd rossz, nem ad képet;;nincs;;4000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-4000;alkatrésznek
2021.08.17;BoschBp;1;#HIÁNYZIK;;5CG5387DYX;H21/2:5380;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;;256;sata ssd;99;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt C;hiányos, display hibás;enyhén kopott;nincs;;4000;;;;;;;notebook;1;2022.01.07;053;;;;;
2021.11.24;BoschBp;1;#HIÁNYZIK;;5CG5463ZFM;H21/4:4449;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;256;sata ssd;98;0;nincs;14;;HD+ (1600 x 900);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt C;hiányos;karcos;nincs;;8000;;;;;;;notebook;1;2022.01.01;bosch bp dolgozói;;;;;
2018.05.08;Elmű;1;#HIÁNYZIK;;5CG5281XRZ;H18/2:6115;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;320;;100;0;nincs;14;;;128;display port;webcam;;;magyar;nincs;használt C;nincs ram, bios password;;nincs;;1000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-1000;alkatrésznek
2020.02.28;Bosch60;1;#HIÁNYZIK;;;H20/0:4597;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;;integrált;display port;nincs;;;magyar;rossz;használt C;alaplap rossz, kijelző törött, hiányos;burkolat erősen törött;nincs;;2000;;;;5 513;2021.09.23;vatera;notebook;0;;;;;;3513;vatera
2021.01.15;BoschBp;1;#HIÁNYZIK;;5CG5463Y4F;H21/0:1316;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;;nincs;;;;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;rossz;használt C;hiányos, zsanér törött;kopott, disp folt;nincs;;16000;;;;12 441;2021.10.12;vatera;notebook;0;;;;;;-3559;vatera
2021.03.31;WizzAir;1;#HIÁNYZIK;;5CG532223G;H21/0:8422;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;;integrált;display port;webcam;Win 8 pro;;angol;nincs;használt C;hiányos, bios password;kopott;nincs;;2000;;;;16 929;2021.09.06;vatera;notebook;0;;;;;;14929;vatera
2021.09.01;BoschBp;1;#HIÁNYZIK;;5CG613358G;H21/3:0802;Hp;EliteBook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt C;hiányos;karcos;nincs;;12000;;;;;;;notebook;1;2022.01.07;053;;;;;
2021.09.20;BoschMiskolcPT;1;#HIÁNYZIK;;5CG5463YJJ;H21/3:3248;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;0;nincs;0;0;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;rossz;használt C;hiányos, rossz akksi;karcos;nincs;2021.11.18;8000;;;;;;;notebook;1;2022.01.07;009;;;;;
2021.09.24;BoschBp;1;#HIÁNYZIK;;5CG5463ZK0;H21/3:5663;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;HD+ (1600 x 900);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt C;hiányos;erősen kopott, törött burkolat, horpadt ház;nincs;;8000;;;;;;;notebook;1;2022.01.07;046;;;;;
2021.09.24;BoschBp;1;#HIÁNYZIK;;5CG613357S;H21/3:5668;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;HD+ (1600 x 900);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt C;hiányos, törött display;erősen kopott;nincs;;4000;;;;;;;notebook;1;2022.01.07;046;;;;;
2021.11.03;BoschBp;1;#HIÁNYZIK;;5CG5345R8H;H21/4:0792;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;HD+ (1600 x 900);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt C;pixel hibás, hiányos;kopott,karcos;nincs;;8000;;;;;;;notebook;1;2022.01.07;013;;;;;
2021.11.03;BoschBp;1;#HIÁNYZIK;;5CG5463ZLV;H21/4:0791;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;HD+ (1600 x 900);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt C;hiányos;karcos;nincs;;12000;;;;;;;notebook;1;2022.01.07;013;;;;;
2021.11.03;BoschBp;1;#HIÁNYZIK;;5CG5463ZDL;H21/4:0793;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;HD+ (1600 x 900);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt C;hiányos;enyhén karcos;nincs;;12000;;;;;;;notebook;1;2022.01.07;013;;;;;
2021.11.03;BoschBp;1;#HIÁNYZIK;;5CG61335R6;H21/4:0555;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;HD+ (1600 x 900);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt C;nincs ram, nincs hdd, törött burkolat;kopott, display foltos;nincs;;8000;;;;;;;notebook;1;2022.01.07;007;;;;;
2021.11.18;Citi;1;#HIÁNYZIK;;5CG52625T2;H21/4:2056;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;HD (1366 x 768);integralt;display port;webcam;Win 7 pro;00186262753782;angol;nincs;használt C;hiányos;Enyhén kopott, enyhén karcos;nincs;;1000;;;;;;;notebook;1;2022.01.07;032;;;;;
2021.11.18;Citi;1;#HIÁNYZIK;;5CG5262824;H21/4:2050;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;HD (1366 x 768);integralt;display port;webcam;Win 7 pro;00186262545503;magyar;nincs;használt C;hiányos;Enyhén kopott, enyhén karcos;nincs;;1000;;;;;;;notebook;1;2022.01.07;032;;;;;
2021.11.18;Citi;1;#HIÁNYZIK;;5CG5374N75;H21/4:2060;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;HD (1366 x 768);integralt;display port;webcam;Win 7 pro;00186264686066;magyar;nincs;használt C;hiányos;Enyhén kopott, enyhén karcos, törött fedél;nincs;;1000;;;;;;;notebook;1;2022.01.07;032;;;;;
2021.11.18;Citi;1;#HIÁNYZIK;;5CG5374N2Z;H21/4:2061;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;HD (1366 x 768);integralt;display port;webcam;Win 7 pro;00186264426082;magyar;nincs;használt C;hiányos;Enyhén kopott, enyhén karcos;nincs;;1000;;;;;;;notebook;1;2022.01.07;032;;;;;
2021.11.18;Citi;1;#HIÁNYZIK;;5CG54637T5;H21/4:2054;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;HD (1366 x 768);integralt;display port;webcam;Win 7 pro;00186265063120;magyar;nincs;használt C;törött LAN csati, hiányos, ;Enyhén kopott, enyhén karcos;nincs;;1000;;;;;;;notebook;1;2022.01.07;032;;;;;
2021.11.18;Citi;1;#HIÁNYZIK;;5CG54637TQ;H21/4:2038;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;HD (1366 x 768);integralt;display port;webcam;Win 7 pro;00186266160790;magyar;nincs;használt C;hiányos, billentyűzet hibás;Enyhén kopott, enyhén karcos;nincs;;1000;;;;;;;notebook;1;2022.01.07;032;;;;;
2021.11.18;Citi;1;#HIÁNYZIK;;5CG55195FL;H21/4:2053;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;HD (1366 x 768);integralt;display port;webcam;Win 7 pro;00186268256518;magyar;nincs;használt C;hiányos, törött zsanér;Enyhén kopott, enyhén karcos;nincs;;1000;;;;;;;notebook;1;2022.01.07;032;;;;;
2021.11.18;Citi;1;#HIÁNYZIK;;5CG6130TTT;H21/4:2043;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;HD (1366 x 768);integralt;display port;webcam;Win 7 pro;00186272429369;nincs;nincs;használt C;hiányos;Enyhén kopott, enyhén karcos, foltos kijelző;nincs;;1000;;;;;;;notebook;1;2022.01.07;032;;;;;
2021.11.18;Citi;1;#HIÁNYZIK;;5CG6130TT1;H21/4:2058;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;HD (1366 x 768);integralt;display port;webcam;Win 7 pro;00186272429395;magyar;nincs;használt C;hiányos, törött kijelző;Enyhén kopott, enyhén karcos;nincs;;1000;;;;;;;notebook;1;2022.01.07;032;;;;;
2019.08.01;Bosch60;1;#HIÁNYZIK;;;H19/2:0490;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;;integrált;display port;nincs;;;magyar;nincs;használt C;hiányos, kijelző törött;burkolat erősen törött;nincs;;1000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-1000;alkatrésznek
2021.11.24;BoschBp;1;#HIÁNYZIK;;5CG6133581;H21/4:4482;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;HD+ (1600 x 900);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt C;hiányos;karcos, kopott;nincs;;8000;;;;;;;notebook;1;2022.01.01;bosch bp dolgozói;;;;;
2021.12.01;raktárról;1;64000;dupla;;H21/1:9308;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;;nincs;;;;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt D;alaplap hibás, hiányos;kopott;nincs;;0;68000;64000;;;;;notebook;1;2022.01.07;027;;;;;
2021.09.01;BoschBp;1;#HIÁNYZIK;;5CG5463YCY;H21/3:0803;Hp;EliteBook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;HD+ (1600 x 900);integrált;display port;webcam;Win 8 pro;;német;nincs;használt D;hiányos, törött display port;kopott, display folt;nincs;2022.01.12;12000;;;;;;;notebook;1;2022.01.07;046;;;;;
2021.04.16;Bosch60;1;#HIÁNYZIK;dupla;5CG547117B;H21/0:8443;Hp;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;sata ssd;;;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt D;;Takarítás után erősen ragadó burkolati gumi;nincs;;12000;;;;selejt;2021.10.06;e-hulladék;notebook;0;;;;;;-12000;e-hulladék
2021.04.16;Bosch60;1;#HIÁNYZIK;dupla;5CG60506XQ;H21/0:9149;Hp;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;sata ssd;;;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt D;;Takarítás után erősen ragadó burkolati gumi;nincs;2021.09.28;6000;;;;selejt;2021.10.06;e-hulladék;notebook;0;;;;;;-6000;e-hulladék
2021.01.15;BoschBp;1;#HIÁNYZIK;;5CG6182Y6V;H21/0:0697;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;;nincs;;;;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt D;ki és be kapcsol, hiányos;;nincs;;4000;;;;6 470;2021.09.02;vatera;notebook;0;;;;;;2470;vatera
2020.02.28;Bosch60;1;#HIÁNYZIK;;;H20/0:4606;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;;integrált;display port;nincs;;;nincs;nincs;használt D;erősen hiányos, alaplap hibás;burkolat törött;nincs;;2000;;;;7 087;2021.09.30;vatera;notebook;0;;;;;;5087;vatera
2021.07.26;BoschBp;1;#HIÁNYZIK;;5CG5463YZ9;H21/2:1585;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;;nincs;;;;nincs;14;;;integrált;;webcam;Win 8 pro;;magyar;nincs;használt D;hiányos, alaplap hibás;kopott;nincs;;4000;;;;7 088;2021.11.03;vatera;notebook;0;;;;;;3088;vatera
2021.05.26;BoschBp;1;#HIÁNYZIK;;5CG613358B;H21/1:5513;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;nincs;használt D;alaplap hibás, hiányos;kopott;nincs;;4000;;;;10 079;2021.11.11;vatera;notebook;0;;;;;;6079;vatera
2021.07.26;BoschBp;1;#HIÁNYZIK;;5CG5463Z0V;H21/2:4917;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;;nincs;;;;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;rossz;használt D;hiányos, púpos akksi, egyik ram slot hibás;kopott;nincs;;4000;;;;16 535;2021.12.06;vatera;notebook;0;;;;;;12535;vatera
2021.06.03;Bosch60;1;#HIÁNYZIK;dupla;5CG605080Z;H21/1:6681;Hp;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;sata ssd;;;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt D;;Takarítás után erősen ragadó burkolati gumi;nincs;;12000;;;;selejt;2021.10.06;e-hulladék;notebook;0;;;;;;-12000;e-hulladék
2021.12.15;raktárról;1;#HIÁNYZIK;dupla;5CG605080Z;H21/1:6681;Hp;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;sata ssd;;;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt D;;Takarítás után erősen ragadó burkolati gumi;nincs;;0;;;;;vatera - 2021.12.21;;notebook;1;2022.01.07;vatera;;;;;
2021.05.26;BoschBp;1;#HIÁNYZIK;;5CG537556B;H21/1:5308;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;;nincs;;;;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;nincs;használt D;biosba fagy, beázott;kopott;nincs;;40000;;;;;;;notebook;1;2022.01.07;091;;;;;
2021.11.18;Citi;1;#HIÁNYZIK;;5CG5396J5X;H21/4:2051;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;HD (1366 x 768);integralt;display port;webcam;Win 7 pro;00186264434927;magyar;nincs;használt D;alaplap hibás, hiányos, törött kijelző, ;Enyhén kopott, enyhén karcos;nincs;;1000;;;;;;;notebook;1;2022.01.07;032;;;;;
2020.02.18;BoschBp;1;#HIÁNYZIK;;5CG5387F89;H20/2:4296;Hp;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt D;nem kapcsol be, hiányos;;nincs;;4000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-4000;alkatrésznek
2021.01.15;BoschBp;1;#HIÁNYZIK;;5CG5463Y67;H21/0:0692;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;;nincs;;;;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;nincs;használt D;alaplap hibás, halmozottan hiányos;kopott;nincs;;4000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-4000;alkatrésznek
2021.11.01;raktárról;1;#HIÁNYZIK;dupla;;H21/1:5507;HP;Elitebook 840 G2;Core i5;5300U;2300;nincs;;nincs;;;;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt D;alaplap hibás, villog a kép, random fagy;display karcos;nincs;2021.09.28;0;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;0;alkatrésznek
2022.01.07;leltárnál elő;1;#HIÁNYZIK;dupla;;H21/0:8443;Hp;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;nincs;használt D;Takarítás után erősen ragadó burkolati gumi;kopott;nincs;2022.01.11;0;;;;;;;notebook;1;2022.01.07;leltárnál elő;;;;;
2022.01.07;leltárnál elő;1;#HIÁNYZIK;dupla;;H21/0:9149;Hp;Elitebook 840 G2;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt D;Takarítás után erősen ragadó burkolati gumi;kopott;nincs;2022.01.11;0;;;;;;;notebook;1;2022.01.07;leltárnál elő;;;;;
2021.09.17;BoschMiskolcRBHM;1;#HIÁNYZIK;;;H21/3:3402;HP;Elitebook 840 G2;Core i5;6300U;2300;4096;ddr3;240;sata ssd;100;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;kopott;nincs;2021.11.18;10000;;;;34 000;2021.11.29;dolgozói - BoschRBHM;notebook;0;;;;;;24000;dolgozói
2021.11.11;Bosch60;1;#HIÁNYZIK;;5CG6280T3Z;H21/3:9164;HP;Elitebook 840 G2;Core i5;6300U;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;IPS;FHD (1920 x 1080);integrált;display port ;nincs;Win 8 pro;;magyar;gyenge;használt C;lekopott billentyűzet;enyhén karcos;nincs;;10500;;;;;;;notebook;1;2022.01.07;030;;;;;
2021.03.31;BoschBp;1;#HIÁNYZIK;;5CG5211VLK;H21/0:8093;HP;Elitebook 840 G2;Core i5;;;4096;ddr3;nincs;;;;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;rossz;használt D;nem kapcsol be, nincs hdd;kopott;nincs;;4000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-4000;alkatrésznek
2018.08.30;BoschBp;1;#HIÁNYZIK;;5CG5211W0M;H18/2:6515;HP;Elitebook 840 G2;Core i5;;;nincs;ddr3;nincs;;;;nincs;14;;;alaplapi;display port;webcam;;;magyar;nincs;használt C;bios password, hiányos;;nincs;;4000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-4000;alkatrésznek
2018.08.14;Bosch60;1;#HIÁNYZIK;;5CG5399V58;H18/2:3226;HP;Elitebook 840 G2;Core i5;;;nincs;ddr3;nincs;;;;nincs;14;;;;display port;webcam;;;magyar;rossz;használt D;kijelző törött, hiányos, nem ad képet;;nincs;;1000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-1000;alkatrésznek
2018.08.14;Bosch60;1;#HIÁNYZIK;;5CG6091T4Y;H18/2:3228;HP;Elitebook 840 G2;Core i5;;;nincs;ddr3;nincs;;;;nincs;14;;;;display port;webcam;;;magyar;nincs;használt D;elázott, nem ad képet;;nincs;;1000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-1000;alkatrésznek
2018.08.30;BoschBp;1;#HIÁNYZIK;;5CG5463Z55;H18/2:6516;HP;Elitebook 840 G2;Core i5;;;nincs;ddr3;nincs;;;;nincs;14;;;alaplapi;display port;webcam;;;magyar;nincs;használt D;elázott, hiányos;;nincs;;4000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-4000;alkatrésznek
2021.03.31;WizzAir;1;#HIÁNYZIK;;5CG6200229;H21/0:8423;HP;Elitebook 840 G2;Core i5;;;nincs;ddr3;nincs;;;;nincs;14;;;integrált;display port;webcam;Win 8 pro;;angol;nincs;használt D;hiányos, nem kapcsol be;kopott;nincs;;2000;;;;;vatera - 2021.12.16;;notebook;1;2022.01.07;vatera;;;;;
2021.09.17;BoschMiskolcRBHM;1;#HIÁNYZIK;;;H21/3:3277;HP;Elitebook 840 G2;Core i5 ;5300U;2300;4096;ddr3;250;sata ssd;98;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt B;;karcos, display foltos;nincs;2021.11.18;20000;;;;34 000;2021.11.30;dolgozói - BoschRBHM;notebook;0;;;;;;14000;dolgozói
2021.09.20;BoschMiskolcPT;1;#HIÁNYZIK;;5CG6090KW5;H21/3:3089;HP;Elitebook 840 G2;nincs;;;nincs;0;nincs;0;0;0;nincs;14;;;nincs;nincs;webcam;Win 8 pro;;nincs;rossz;használt D;nincs benne alaplap;kopott;nincs;2021.11.18;4000;;;;;;;notebook;1;2022.01.07;009;;;;;
2021.12.01;raktárról;1;#HIÁNYZIK;dupla;;H21/0:8411;HP;Elitebook 840 G2;;;;;;;;;;;;;;;;;;;;;használt D;;kopott;nincs;;0;;;;20 474;2021.12.06;vatera;notebook;0;;;;;;20474;vatera
2021.05.04;BoschBp;1;80000;;5CG6280TBG;H21/1:2890;HP;Elitebook 840 G3;Core i3;6300U;2400;8192;ddr4;240;sata ssd;100;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;kopott ház;nincs;2021.05.25;24000;84000;80000;;74 427;2021.09.08;export - Omolo;notebook;0;2021.06.02;árlista;;;;50427;export
2021.05.04;BoschBp;1;88000;;5CG62237BC;H21/1:4487;HP;Elitebook 840 G3;Core i3;6300U;2400;8192;ddr4;250;m2sata ssd;100;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;új;használt A-;;enyhén karcos display, enyhén kopott ház;nincs;2021.05.25;4000;92000;88000;;75 819;2021.09.08;export - Omolo;notebook;0;2021.06.02;árlista;;;;71819;export
2020.11.26;BoschMiskolc;1;#HIÁNYZIK;;5CG620062B;H20/3:9019;Hp;Elitebook 840 G3;Core i5;?;;nincs;ddr4;nincs;;;;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;rossz;használt D;hiányos, nem ad képet;kopott;nincs;;4000;;;;33 858;2021.09.09;vatera;notebook;0;;;;;;29858;vatera
2021.11.03;BoschBp;1;#HIÁNYZIK;;5CG6280SVP;H21/4:0790;HP;Elitebook 840 G3;Core i5;5300U;2400;nincs;ddr4;nincs;;;;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt C;hiányos;karcos, kopott;nincs;;16000;;;;;;;notebook;1;2022.01.07;013;;;;;
2021.05.05;NN;1;#HIÁNYZIK;;5CG6270HMB;H21/1:5374;HP;Elitebook 840 G3;Core i5;6200U;2300;4096;ddr4;120;m2sata ssd;100;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt A;;;nincs;;2000;;;;20 000;2021.12.06;dolgozói - NN;notebook;0;;;;;;18000;dolgozói
2021.05.05;NN;1;#HIÁNYZIK;;5CG62315ZY;H21/1:5571;HP;Elitebook 840 G3;Core i5;6200U;2300;4096;ddr4;120;m2sata ssd;100;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt A;;;nincs;;2000;;;;20 000;2021.12.06;dolgozói - NN;notebook;0;;;;;;18000;dolgozói
2021.05.05;NN;1;#HIÁNYZIK;;5CG6270LW9;H21/1:5586;HP;Elitebook 840 G3;Core i5;6200U;2300;4096;ddr4;120;m2sata ssd;100;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt A;;;nincs;;2000;;;;20 000;2021.12.06;dolgozói - NN;notebook;0;;;;;;18000;dolgozói
2021.05.05;NN;1;#HIÁNYZIK;;5CG6270HB4;H21/1:6263;HP;Elitebook 840 G3;Core i5;6200U;2300;4096;ddr4;120;m2sata ssd;100;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt A;;;nincs;;2000;;;;20 000;2021.12.06;dolgozói - NN;notebook;0;;;;;;18000;dolgozói
