Projekt dátuma;Beszállító;mennyiség;függvénynek;ism;gyári szám;hadrianus azonosító;Gyártó;Modellnév;CPU Típus;CPU Modell;CPU Órajel (mhz);Ram (mb);Ram típus;hdd (gb);hdd típus;hdd állapot (%);hdd bad sector (db);optikai meghajtó;kijelző mérete;kijelző típus;kijelző felbontás;VGA típusa;VGA kimenet;webcam;Licensz;Licensz sorszám;Billentyűzet nyelve;Akku;állapot;műszaki eltérés / hiba;esztétikai eltérés / hiba;csomagolás;utolsó javítás/bővítés dátuma;nettó beszerzési ár;nagyker listaár;nagyker mennyiségi ár;EUR;zárolás;nettó eladási ár;eladás dátuma;vevő kategória - név;vevő kategória;vevő neve;NYERESÉG;számlázó kategória;számlázó készlet;raktár;leltár dátum;raktárhely;árlista;Leírás;nettó kisker ár;projektnév;tesztelés dátuma;Saját készletre vételezés dátuma
2021.03.01;InbevPraha;1;#HIÁNYZIK;;LXAKE0X070804005F82300;H21/0:5632;Acer;Aspire 9920;Core 2 Duo;;2200;2048;ddr2;nincs;;;;dvd-rw;19;;;integrált;nincs;webcam;;;magyar;rossz;használt D;hiányos, nem kapcsol be;kopott;nincs;;0;;;;;;;;;;;notebook;1;hadrianus;2022.01.07;006;;;;20210301_InbevPraha;2021.03.03;2021.05.05
2022.04.19;Takarékinfó;1;#HIÁNYZIK;;;H22/1:2438;Apple;Macbook;;;;4096;ddr2;160;sata hdd;;;;;;;;;;;;;;használt D;elavult selejt, nincs töltő;;nincs;;1000;;;;;;;;;;;notebook;1;hadrianus;;;;;;20220419_Takarékinfó;2022.04.28;2022.05.04
2022.06.02;Libri;1;#HIÁNYZIK;;W88010V5766;H22/1:8279;Apple;Macbook White;;;;1024;ddr;120;sata hdd;;;dvd;14;;;integrált;;webcam;;;magyar;nincs;használt D;nincs akku, selejt elavult;display foltos, karcos törött burkolat;nincs;;1000;;;;;;;;;;;notebook;1;20220602_Libri;;;;;;20220602_Libri;2022.06.16;2022.06.24
2021.03.23;Egis;1;#HIÁNYZIK;;;H21/1:0518;Dell;E5540;Core i5;4310;2000;nincs;ddr3;nincs;;;;dvd-rw;15;;;;hdmi;webcam;Win 8 pro;;magyar;nincs;használt C;hiányos, bios pass;kopott, burkolat sérült;nincs;;2000;;;;;;;;;;;notebook;1;hadrianus;2022.01.07;081;;;;20210323_Egis;2021.05.03;2021.05.05
2021.03.23;Egis;1;#HIÁNYZIK;;;H21/1:0516;Dell;E6530;Core i5;3340;2300;nincs;ddr3;320;sata hdd;100;0;dvd-rw;15;;;;hdmi;webcam;Win 8 pro;;magyar;gyenge;használt C;hiányos, bios pass;sérült burkolat;nincs;;2000;;;;;11 813;2022.08.15;vatera;vatera;;9813;notebook;0;hadrianus;2022.01.07;083;;;;20210323_Egis;2021.05.03;2021.05.05
2021.03.23;Egis;1;#HIÁNYZIK;;;H21/1:0515;Dell;E6530;Core i5;3340;2300;nincs;ddr3;320;sata hdd;98;0;dvd-rw;15;;;;hdmi;webcam;Win 8 pro;;magyar;gyenge;használt C;hiányos, bios pass;;nincs;;2000;;;;;;;;;;;notebook;1;hadrianus;2022.01.07;083;;;;20210323_Egis;2021.05.03;2021.05.05
2021.03.23;Egis;1;#HIÁNYZIK;;;H21/1:0517;Dell;E6530;Core i5;3340;2300;nincs;ddr3;320;sata hdd;98;0;dvd-rw;15;;;;hdmi;webcam;Win 8 pro;;magyar;gyenge;használt C;hiányos, bios pass;;nincs;;2000;;;;vatera - 2022.08.30;;;;;;;notebook;1;hadrianus;2022.01.07;083;;;;20210323_Egis;2021.05.03;2021.05.05
2021.05.07;Avon;1;#HIÁNYZIK;;7JNLQ32;H21/1:9059;Dell;E7250;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;12;;;integrált;display port;webcam;nincs;;magyar;nincs;használt C;hiányos;enyhén kopott touchpad és billentyűzet, karcos fedlap, display foltos;nincs;;20000;;;;;;;;;;;notebook;1;hadrianus;2022.01.07;088;;;;20210507_Avon;2021.06.21;2021.07.16
2022.04.19;Takarékinfó;1;#HIÁNYZIK;;21HDTQ1;H22/1:2265;Dell;Inspiron 14z N411z;Core i5;2430M;2400;4096;ddr3;nincs;sata ssd;;;dvd-rw;14;;HD (1366 x 768);Integralt;hdmi;webcam;Win 7 pro;00180451909213;magyar;rossz;használt C;nincs ssd, rossz akku;kopott burkolat, touchpad és billentyűzet;nincs;;4000;;;;;;;;;;;notebook;1;hadrianus;;;;;;20220419_Takarékinfó;2022.04.28;2022.05.04
2022.04.19;Takarékinfó;1;#HIÁNYZIK;;GRD6GW1;H22/1:2444;Dell;Inspiron 7520;Core i7;3632QM;2200;8192;ddr3;nincs;;;;dvd-rw;15;;FHD (1920 x 1080);integrált;hdmi;webcam;nincs;;magyar;gyenge;használt C;hiányos;karcos;nincs;;2000;;;;;;;;;;;notebook;1;hadrianus;;;;;;20220419_Takarékinfó;2022.04.28;2022.05.04
2021.05.31;Futureal;1;#HIÁNYZIK;;CTHLC82;H21/1:6745;Dell;Latitude 3470;Core i5;6200U;2300;12288;ddr3;240;sata ssd;98;0;nincs;14;;;integrált;hdmi;webcam;Win 8 pro;;magyar;gyenge;használt A-;;display foltos, kopott;nincs;;24000;84000;80000;205,1;;;;;;;;notebook;1;hadrianus;2022.09.15;271;árlista;;;20210531_Futureal;2021.06.11;2021.06.18
2022.08.02;KHBank;1;#HIÁNYZIK;;96sbx33;H22/2:7771;Dell;Latitude 5400;Core i5;8365U;1600;16384;ddr4;256;m2nvme ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;ok;használt A-;;kopott;nincs;;16000;;;;;;;;;;;notebook;1;hadrianus;;;;;;20220802_KHBank;2022.09.07;2022.09.28
2022.03.10;KHbank;1;#HIÁNYZIK;;185BX33;H22/0:6426;Dell;Latitude 5400;Core i5;8365U;1600;16384;ddr4;256;m2nvme ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt D;nehezen kapcsol be biosban fagy, bios password, törött hátlap;enyhén karcos;nincs;;8000;;;;;;;;;;;notebook;1;hadrianus;;;;;;20220310_KHbank;2022.03.17;2022.03.24
2022.06.20;KHbank;1;#HIÁNYZIK;;js11mh2;H22/1:9469;Dell;Latitude 5480;Core i5;6300U;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott billentyűzet, palmrest és burkolat;nincs;;16000;;;;;32 500;2022.07.21;dolgozói - KH;dolgozói;KH;16500;notebook;0;20220620_KHbank;;;;;;20220620_KHbank;2022.07.05;2022.07.20
2022.08.02;KHBank;1;#HIÁNYZIK;;d0jf8h2;H22/2:9217;Dell;Latitude 5480;Core i5;6300U;2400;8192;ddr4;256;m2sata ssd;91;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;ok;használt A-;;enyhén kopott;nincs;;16000;;;;foglalva - dolgozói KH;32 500;2022.09.30;dolgozói - KH;dolgozói;KH;16500;notebook;0;hadrianus;;;;;;20220802_KHBank;2022.09.07;2022.09.28
2022.08.02;KHBank;1;#HIÁNYZIK;;cc5f8h2;H22/2:9219;Dell;Latitude 5480;Core i5;6300U;2400;8192;ddr4;256;m2sata ssd;90;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott;nincs;;16000;;;;foglalva - dolgozói KH;32 500;2022.10.03;dolgozói - KH;dolgozói;KH;16500;notebook;0;hadrianus;;;;;;20220802_KHBank;2022.09.07;2022.09.28
2022.08.02;KHBank;1;#HIÁNYZIK;;6dzllh2;H22/2:9975;Dell;Latitude 5480;Core i5;6300U;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 8 pro;;magyar;ok;használt A-;;enyhén kopott;nincs;;16000;;;;foglalva - dolgozói KH;32 500;2022.10.05;dolgozói - KH;dolgozói;KH;16500;notebook;0;hadrianus;;;;;;20220802_KHBank;2022.09.07;2022.09.28
2022.08.02;KHBank;1;#HIÁNYZIK;;h6gc8h2;H22/2:6421;Dell;Latitude 5480;Core i5;6300U;2400;8192;ddr4;256;m2sata ssd;96;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 8 pro;;magyar;gyenge;használt A-;;enyhén kopott;nincs;;16000;;;;foglalva - dolgozói KH;32 500;;;;;;notebook;1;hadrianus;;;;;;20220802_KHBank;2022.09.07;2022.09.28
2022.08.02;KHBank;1;#HIÁNYZIK;;6wlllh2;H22/2:9978;Dell;Latitude 5480;Core i5;6300U;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 8 pro;;magyar;gyenge;használt A-;;enyhén kopott;nincs;;16000;;;;foglalva - dolgozói KH;32 500;;;;;;notebook;1;hadrianus;;;;;;20220802_KHBank;2022.09.07;2022.09.28
2022.08.02;KHBank;1;#HIÁNYZIK;;d6xzlh2;H22/2:7775;Dell;Latitude 5480;Core i5;6300U;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;ok;használt A-;;pontkarcos display, kopott;nincs;;16000;;;;foglalva - dolgozói KH;32 500;2022.10.07;dolgozói - KH;dolgozói;KH;16500;notebook;0;hadrianus;;;;;;20220802_KHBank;2022.09.07;2022.09.28
2022.08.02;KHBank;1;#HIÁNYZIK;;49zllh2;H22/2:9218;Dell;Latitude 5480;Core i5;6300U;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;ok;használt A-;;kopott;nincs;;16000;;;;foglalva - dolgozói KH;32 500;2022.10.11;dolgozói - KH;dolgozói;KH;16500;notebook;0;hadrianus;;;;;;20220802_KHBank;2022.09.07;2022.09.28
2022.08.02;KHBank;1;#HIÁNYZIK;;D25D8H2;H22/2:9991;Dell;Latitude 5480;Core i5;6300U;2400;8192;ddr4;256;m2sata ssd;89;0;nincs;14;;HD (1366 x 768);integrált;hdmi;webcam;Win 8 pro;;magyar;ok;használt A-;;kopott burkolat;nincs;;16000;;;;foglalva - dolgozói KH;32 500;;;;;;notebook;1;hadrianus;;;;;;20220802_KHBank;2022.09.07;2022.09.28
2022.08.02;KHBank;1;#HIÁNYZIK;;h8y0mh2;H22/2:9216;Dell;Latitude 5480;Core i5;6300U;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;ok;használt A-;;kopott;nincs;;16000;;;;;;;;;;;notebook;1;hadrianus;;;;;;20220802_KHBank;2022.09.07;2022.09.28
2022.05.02;KHbank;1;#HIÁNYZIK;;5bxzlh2;H22/1:4125;Dell;Latitude 5480;Core i5;6300U;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 8 pro;;magyar;ok;használt C;display hibás;display foltos, kopott touchpad, és kopott burkolat;nincs;;6000;;;;;;;;;;;notebook;1;hadrianus;;;;;;20220502_KHbank;2022.05.18;2022.05.20
2022.06.20;KHbank;1;#HIÁNYZIK;;dd4x3m2;H22/1:9467;Dell;Latitude 5480;Core i5;6300U;2400;8192;ddr4;256;m2nvme ssd;92;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;nincs;használt C;nincs akku;kopott burkolat;nincs;;16000;;;;;32 500;2022.07.21;dolgozói - KH;dolgozói;KH;16500;notebook;0;20220620_KHbank;;;;;;20220620_KHbank;2022.07.05;2022.07.20
2022.06.20;KHbank;1;#HIÁNYZIK;;2zyb8h2;H22/1:8971;Dell;Latitude 5480;Core i5;6300U;2300;8192;ddr4;256;m2nvme ssd;88;0;nincs;14;;FHD (1920 x 1080);Integralt;hdmi;webcam;Win 8 pro;;magyar;rossz;használt C;púpos akku;enyhén kopott;nincs;;16000;;;;;32 500;2022.07.22;dolgozói - KH;dolgozói;KH;16500;notebook;0;20220620_KHbank;;;;;;20220620_KHbank;2022.07.05;2022.07.20
2022.06.20;KHbank;1;#HIÁNYZIK;;j05mlh2;H22/1:9535;Dell;Latitude 5480;Core i5;6300U;2400;8192;ddr4;256;m2nvme ssd;99;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 8 pro;;magyar;rossz;használt C;rossz púpos akku;enyhén kopott;nincs;;16000;;;;;32 500;2022.07.22;dolgozói - KH;dolgozói;KH;16500;notebook;0;20220620_KHbank;;;;;;20220620_KHbank;2022.07.05;2022.07.20
2022.06.20;KHbank;1;#HIÁNYZIK;;b3b1mh2;H22/1:8998;Dell;Latitude 5480;Core i5;6300U;2300;8192;ddr4;256;m2nvme ssd;100;0;nincs;14;;FHD (1920 x 1080);Integralt;hdmi;webcam;Win 10 pro;;magyar;rossz;használt C;nagyon púpos akku;enyhén kopott, enyhén display foltos;nincs;;16000;;;;;32 500;2022.07.26;dolgozói - KH;dolgozói;KH;16500;notebook;0;20220620_KHbank;;;;;;20220620_KHbank;2022.07.05;2022.07.20
2022.08.02;KHBank;1;#HIÁNYZIK;;6cxzlh2;H22/2:9992;Dell;Latitude 5480;Core i5;6300U;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 8 pro;;magyar;nincs;használt C;laza zsanér, nincs akku;kopott karcos burkolat;nincs;;2000;;;;foglalva - dolgozói KH;32 500;;;;;;notebook;1;hadrianus;;;;;;20220802_KHBank;2022.09.07;2022.09.28
2022.05.02;KHbank;1;#HIÁNYZIK;;hvrzlh2;H22/1:4127;Dell;Latitude 5480;Core i5;6300U;2400;16384;ddr4;256;m2nvme ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt B;;kopott billentyűzet, enyhén karcos;nincs;2022.09.01;20000;;;;saját használatban - Andris;;;;;;;notebook;1;hadrianus;;;;;;20220502_KHbank;2022.05.18;2022.05.20
2022.03.10;KHbank;1;#HIÁNYZIK;;c65f8h2;H22/0:6433;Dell;Latitude 5480;Core i5;6300U;2400;nincs;ddr4;nincs;;;;nincs;14;;HD (1366 x 768);integrált;hdmi;webcam;Win 8 pro;;magyar;nincs;használt C;törött display, hiányos;enyhén karcos;nincs;;2000;;;;;;;;;;;notebook;1;hadrianus;;;;;;20220310_KHbank;2022.03.17;2022.03.24
2022.06.20;KHbank;1;#HIÁNYZIK;;2b6s4h2;H22/1:9468;Dell;Latitude 5480;Core i5;7300U;2600;8192;ddr4;256;m2sata ssd;89;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott burkolat;nincs;;16000;;;;;32 500;2022.07.25;dolgozói - KH;dolgozói;KH;16500;notebook;0;20220620_KHbank;;;;;;20220620_KHbank;2022.07.05;2022.07.20
2022.08.02;KHBank;1;#HIÁNYZIK;;bq2r4h2;H22/2:9225;Dell;Latitude 5480;Core i5;7300U;2600;8192;ddr4;256;m2sata ssd;87;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;ok;használt A-;;kopott, display foltos;nincs;;16000;;;;foglalva - dolgozói KH;32 500;2022.09.29;dolgozói - KH;dolgozói;KH;16500;notebook;0;hadrianus;;;;;;20220802_KHBank;2022.09.07;2022.09.28
2022.08.02;KHBank;1;#HIÁNYZIK;;g8xq4h2;H22/2:9970;Dell;Latitude 5480;Core i5;7300U;2600;8192;ddr4;256;m2nvme ssd;91;0;nincs;14;;HD (1366 x 768);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt A-;;enyhén kopott burkolat;nincs;;16000;;;;foglalva - dolgozói KH;32 500;2022.09.30;dolgozói - KH;dolgozói;KH;16500;notebook;0;hadrianus;;;;;;20220802_KHBank;2022.09.07;2022.09.28
2022.08.02;KHBank;1;#HIÁNYZIK;;br2r4h2;H22/2:9284;Dell;Latitude 5480;Core i5;7300U;2600;8192;ddr4;256;m2sata ssd;90;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 8 pro;;magyar;ok;használt A-;;enyhén kopott;nincs;;16000;;;;foglalva - dolgozói KH;32 500;2022.09.30;dolgozói - KH;dolgozói;KH;16500;notebook;0;hadrianus;;;;;;20220802_KHBank;2022.09.07;2022.09.28
2022.08.02;KHBank;1;#HIÁNYZIK;;146s4h2;H22/2:9285;Dell;Latitude 5480;Core i5;7300U;2600;8192;ddr4;256;m2sata ssd;92;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 8 pro;;magyar;ok;használt A-;;kopott;nincs;;16000;;;;foglalva - dolgozói KH;32 500;2022.10.03;dolgozói - KH;dolgozói;KH;16500;notebook;0;hadrianus;;;;;;20220802_KHBank;2022.09.07;2022.09.28
2022.08.02;KHBank;1;#HIÁNYZIK;;686s4h2;H22/2:6414;Dell;Latitude 5480;Core i5;7300U;2600;8192;ddr4;256;m2sata ssd;92;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 8 pro;;magyar;gyenge;használt A-;;enyhén kopott, enyhe display folt;nincs;;16000;;;;foglalva - dolgozói KH;32 500;2022.10.05;dolgozói - KH;dolgozói;KH;16500;notebook;0;hadrianus;;;;;;20220802_KHBank;2022.09.07;2022.09.28
2022.08.02;KHBank;1;#HIÁNYZIK;;j46s4h2;H22/2:9286;Dell;Latitude 5480;Core i5;7300U;2600;8192;ddr4;256;m2sata ssd;93;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 8 pro;;magyar;ok;használt A-;;kopott;nincs;;16000;;;;foglalva - dolgozói KH;32 500;2022.10.06;dolgozói - KH;dolgozói;KH;16500;notebook;0;hadrianus;;;;;;20220802_KHBank;2022.09.07;2022.09.28
2022.08.02;KHBank;1;#HIÁNYZIK;;dk015h2;H22/2:9976;Dell;Latitude 5480;Core i5;7300U;2600;8192;ddr4;256;m2sata ssd;90;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 8 pro;;magyar;gyenge;használt A-;;enyhén kopott;nincs;;16000;;;;foglalva - dolgozói KH;32 500;;;;;;notebook;1;hadrianus;;;;;;20220802_KHBank;2022.09.07;2022.09.28
2022.08.02;KHBank;1;#HIÁNYZIK;;cmqq4h2;H22/2:7770;Dell;Latitude 5480;Core i5;7300U;2600;8192;ddr4;256;m2sata ssd;89;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;ok;használt A-;;kopott;nincs;;16000;;;;foglalva - dolgozói KH;32 500;2022.10.10;dolgozói - KH;dolgozói;KH;16500;notebook;0;hadrianus;;;;;;20220802_KHBank;2022.09.07;2022.09.28
2022.08.02;KHBank;1;#HIÁNYZIK;;296s4h2;H22/2:9224;Dell;Latitude 5480;Core i5;7300U;2600;8192;ddr4;256;m2sata ssd;79;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;ok;használt A-;;kopott;nincs;;16000;;;;foglalva - dolgozói KH;32 500;;;;;;notebook;1;hadrianus;;;;;;20220802_KHBank;2022.09.07;2022.09.28
2022.08.02;KHBank;1;#HIÁNYZIK;;546s4h2;H22/2:6364;Dell;Latitude 5480;Core i5;7300U;2600;8192;ddr4;256;m2sata ssd;91;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 8 pro;;magyar;gyenge;használt A-;;enyhén kopott;nincs;;16000;;;;foglalva - dolgozói KH;32 500;2022.10.06;dolgozói - KH;dolgozói;KH;16500;notebook;0;hadrianus;;;;;;20220802_KHBank;2022.09.07;2022.09.28
2022.06.20;KHbank;1;#HIÁNYZIK;;gtx15h2;H22/2:0701;Dell;Latitude 5480;Core i5;7300U;2300;8192;ddr4;256;m2nvme ssd;86;0;nincs;14;;FHD (1920 x 1080);Integralt;hdmi;webcam;Win 8 pro;;magyar;ok;használt B;;enyhén kopott, kopott display;nincs;;16000;;;;;32 500;2022.07.21;dolgozói - KH;dolgozói;KH;16500;notebook;0;20220620_KHbank;;;;;;20220620_KHbank;2022.07.05;2022.07.20
2022.06.20;KHbank;1;#HIÁNYZIK;;h1xq4h2;H22/1:8999;Dell;Latitude 5480;Core i5;7300U;2300;8192;ddr4;256;m2nvme ssd;80;0;nincs;14;;FHD (1920 x 1080);Integralt;hdmi;webcam;Win 8 pro;;magyar;ok;használt B;;enyhén kopott, kopott, foltos display;nincs;;16000;;;;;32 500;2022.07.26;dolgozói - KH;dolgozói;KH;16500;notebook;0;20220620_KHbank;;;;;;20220620_KHbank;2022.07.05;2022.07.20
2022.06.20;KHbank;1;#HIÁNYZIK;;1xzx5h2;H22/2:0700;Dell;Latitude 5480;Core i5;7300U;2300;8192;ddr4;256;m2nvme ssd;89;0;nincs;14;;FHD (1920 x 1080);Integralt;hdmi;webcam;Win 8 pro;;magyar;ok;használt B;;enyhén kopott, kopott touchpad, kopott display;nincs;;16000;;;;;32 500;2022.08.04;dolgozói - KH;dolgozói;KH;16500;notebook;0;20220620_KHbank;;;;;;20220620_KHbank;2022.07.05;2022.07.20
2022.08.02;KHBank;1;#HIÁNYZIK;;d06s4h2;H22/2:6422;Dell;Latitude 5480;Core i5;7300U;2600;8192;ddr4;256;m2sata ssd;93;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 8 pro;;magyar;gyenge;használt B;;kopott;nincs;;16000;;;;foglalva - dolgozói KH;32 500;;;;;;notebook;1;hadrianus;;;;;;20220802_KHBank;2022.09.07;2022.09.28
2022.05.02;KHbank;1;#HIÁNYZIK;;b76s4h2;H22/1:4126;Dell;Latitude 5480;Core i5;7300U;2600;8192;ddr4;256;m2sata ssd;95;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 8 pro;;magyar;gyenge;használt C;display hibás, valami belefolyt a lan csatlakozóba;karcos kopott burkolat, kopott touchpad;nincs;;6000;;;;;;;;;;;notebook;1;hadrianus;;;;;;20220502_KHbank;2022.05.18;2022.05.20
2022.06.20;KHbank;1;#HIÁNYZIK;;g3pn5h2;H22/2:0702;Dell;Latitude 5480;Core i5;7300U;2300;8192;ddr4;256;m2nvme ssd;88;0;nincs;14;;FHD (1920 x 1080);Integralt;hdmi;webcam;Win 8 pro;;magyar;rossz;használt C;rossz nagyon púpos akku;enyhén kopott, kopott, foltos display;nincs;;16000;;;;;32 500;2022.07.21;dolgozói - KH;dolgozói;KH;16500;notebook;0;20220620_KHbank;;;;;;20220620_KHbank;2022.07.05;2022.07.20
2022.06.20;KHbank;1;#HIÁNYZIK;;b86s4h2;H22/1:9575;Dell;Latitude 5480;Core i5;7300U;2600;8192;ddr4;256;m2nvme ssd;92;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 8 pro;;magyar;ok;használt C;laza zsanér;enyhén kopott burkolat;nincs;;16000;;;;;32 500;2022.07.25;dolgozói - KH;dolgozói;KH;16500;notebook;0;20220620_KHbank;;;;;;20220620_KHbank;2022.07.05;2022.07.20
2021.10.18;KHbank;1;#HIÁNYZIK;;;H21/3:5919;Dell;Latitude 5480;Core i5;7300U;2600;nincs;ddr4;nincs;;;;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;nincs;használt D;hiányos, bios password;enyhén kopott;nincs;;4000;;;;;;;;;;;notebook;1;hadrianus;2022.01.07;081;;;;20211018_KHbank;2021.11.05;2021.11.09
2022.08.26;Mars;1;#HIÁNYZIK;;6GCFNQ2;H22/2:9964;Dell;Latitude 5490;Core i5;???;???;8192;ddr4;256;m2sata ssd;94;0;nincs;14;;???;???;hdmi;webcam;Win 10 pro;;magyar;nincs;használt D;nincs akku, bios password;kopott touchpad és burkolat;nincs;;25200;;;;;;;;;;;notebook;1;hadrianus;;;;;;20220826_Mars;2022.09.12;2022.10.10
2022.04.19;Takarékinfó;1;#HIÁNYZIK;;5ch85s2;H22/1:2262;Dell;Latitude 5490;Core i5;8250U;1600;nincs;ddr4;nincs;m2nvme ssd;;;nincs;14;;FHD (1920 x 1080);Integralt;hdmi;webcam;Win 10 pro;;magyar;nincs;használt D;alaplap hibás, nem kapcsol be;kopott burkolat, touchpad és billentyűzet;nincs;;0;;;;;;;;;;;notebook;1;hadrianus;;;;;;20220419_Takarékinfó;2022.04.28;2022.05.04
2022.08.26;Mars;1;#HIÁNYZIK;;DQ4V6S2;H22/2:9963;Dell;Latitude 5490;Core i5;8350U;1700;8192;ddr4;256;m2sata ssd;99;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;nincs;használt C;nincs akku;display foltos, repedt hátlap, kopott burkolat;nincs;;42000;;;;;;;;;;;notebook;1;hadrianus;;;;;;20220826_Mars;2022.09.12;2022.10.10
2022.08.26;Mars;1;#HIÁNYZIK;;DS0FNQ2;H22/2:9957;Dell;Latitude 5490;Core i5;8350U;1700;8192;ddr4;256;m2sata ssd;96;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;ok;használt C;display hibás nem ad képet;kopott burkolat és touchpad;nincs;;25200;;;;;;;;;;;notebook;1;hadrianus;;;;;;20220826_Mars;2022.09.12;2022.10.10
2022.08.26;Mars;1;#HIÁNYZIK;;9N28YT2;H22/2:9945;Dell;Latitude 5490;Core i5;8350U;1700;16384;ddr4;512;m2sata ssd;97;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;nincs;használt D;véletlen szerűen kikapcsol, nincs púpos akku;kopott burkolat;nincs;;25200;;;;;;;;;;;notebook;1;hadrianus;;;;;;20220826_Mars;2022.09.12;2022.10.10
2022.06.21;Egis;1;#HIÁNYZIK;;5CVDF3J;H22/2:0562;Dell;Latitude D630;Core 2 Duo;06FB;2200;1024;ddr2;nincs;;;;dvd-rw;14;;XGA (1280 x 800);integrált;D-sub;nincs;Win Xp pro;70045436048864;magyar;rossz;használt D;elavult, hiányos, rossz akku;kopott burkolat, touchpad, billentyűzet és palmrest;nincs;;2000;;;;;4 331;2022.08.18;vatera;vatera;;2331;notebook;0;hadrianus;;;;;;20220621_Egis;2022.07.07;2022.07.19
2022.06.10;Egis;1;#HIÁNYZIK;;8P21R3J;H22/1:8962;Dell;Latitude D630;Core 2 Duo;T7500;2200;1024;ddr2;nincs;;;;dvd-rw;14;;1440×900;integrált;;nincs;Win Vista business;;magyar;gyenge;használt D;hiányos, nincs HDD, elavult;enyhén kopott;nincs;;2000;;;;;3 842;2022.07.28;vatera;vatera;;1842;notebook;0;hadrianus;;;;;;20220610_Egis;2022.06.27;2022.07.05
2022.06.21;Egis;1;#HIÁNYZIK;;177GR1J;H22/2:0555;Dell;Latitude D810;Pentium M;06D8;2000;1024;ddr2;nincs;;;;dvd-rw;14;;XGA (1280 x 800);integrált;D-sub;nincs;Win Xp pro;00045590287173;magyar;rossz;használt D;elavult, hiányos, rossz akku;kopott és karcos burkolat;nincs;;2000;;;;;2 354;2022.08.29;vatera;vatera;;354;notebook;0;hadrianus;;;;;;20220621_Egis;2022.07.07;2022.07.19
