Projekt dátuma;Beszállító;mennyiség;függvénynek;ism;gyári szám;hadrianus azonosító;Gyártó;Modellnév;CPU Típus;CPU Modell;CPU Órajel (mhz);Ram (mb);Ram típus;hdd (gb);hdd típus;hdd állapot (%);hdd bad sector (db);optikai meghajtó;kijelző mérete;kijelző típus;kijelző felbontás;VGA típusa;VGA kimenet;webcam;Licensz;Licensz sorszám;Billentyűzet nyelve;Akku;állapot;műszaki eltérés / hiba;esztétikai eltérés / hiba;csomagolás;utolsó javítás/bővítés dátuma;nettó beszerzési ár;nagyker listaár;nagyker mennyiségi ár;EUR;zárolás;nettó eladási ár;eladás dátuma;vevő kategória - név;vevő kategória;vevő neve;NYERESÉG;számlázó kategória;számlázó készlet;raktár;leltár dátum;raktárhely;árlista;Leírás;nettó kisker ár;projektnév;tesztelés dátuma;Saját készletre vételezés dátuma
2021.11.25;Elmű;1;#HIÁNYZIK;;5CG8171W9Y;H21/4:4326;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;98;0;nincs;14;;FHD (1920 x 1080);R5;display port;webcam;Win 10 pro;;magyar;új;használt A;;;nincs;2022.02.03;0;70000;66000;;;66 000;2022.07.06;nagyker - SecureIT;nagyker;SecureIT;66000;notebook;0;hadrianus;2022.04.12;060;árlista;;;20211125_Elmű;2021.12.20;2021.12.20
2021.11.25;Elmű;1;#HIÁNYZIK;;5CG7511N7D;H21/4:2096;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;HD+ (1600 x 900);R5;display port;webcam;Win 8 pro;;magyar;új;használt A;;;nincs;2022.02.21;0;70000;66000;169,2;;66 000;2022.08.23;nagyker - MBV;nagyker;MBV;66000;notebook;0;hadrianus;2022.04.12;060;árlista;;;20211125_Elmű;2021.12.20;2021.12.20
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG82571LF;H22/1:4528;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;98;0;nincs;14;;FHD (1920 x 1080);R5;display port;webcam;Win 10 pro;;magyar;gyenge;használt A;;;nincs;;0;64000;60000;153,8;;60 000;2022.08.23;nagyker - MBV;nagyker;MBV;60000;notebook;0;hadrianus;2022.06.08;;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2021.06.22;Elmű;1;#HIÁNYZIK;;5CG73952B5;H21/3:6132;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;sata ssd;100;0;nincs;14;;FHD (1920 x 1080);R5;display port;webcam;Win 10 pro;;magyar;új;használt A-;;kopott;nincs;2022.09.21;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.30;;árlista;;;20210622_Elmű;2021.10.27;2021.10.28
2021.06.22;Elmű;1;#HIÁNYZIK;;5CG73048DD;H21/3:6157;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);R5;display port;webcam;Win 8 pro;;magyar;új;használt A-;;kopott, karcos;nincs;2021.11.08;0;64000;60000;159,0;;;;;;;;notebook;1;hadrianus;2022.09.15;256;árlista;;;20210622_Elmű;2021.10.27;2021.10.28
2021.06.22;Elmű;1;#HIÁNYZIK;;5CG73941G6;H21/3:6161;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);R5;display port;webcam;Win 10 pro;;magyar;új;használt A-;;kopott, karcos display;nincs;2021.11.08;0;64000;60000;159,0;;;;;;;;notebook;1;hadrianus;2022.09.15;256;árlista;;;20210622_Elmű;2021.10.27;2021.10.28
2021.11.25;Elmű;1;#HIÁNYZIK;;5CG7464N4W;H21/4:2165;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;IPS;FHD (1920 x 1080);R5;display port;webcam;Win 10 pro;;magyar;új;használt A-;;kopott karcos fedlap;nincs;2022.05.05;0;64000;60000;159,0;;;;;;;;notebook;1;hadrianus;2022.09.15;256;árlista;;;20211125_Elmű;2021.12.20;2021.12.20
2021.11.25;Elmű;1;#HIÁNYZIK;;5CG8051NTM;H21/4:2081;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;IPS;FHD (1920 x 1080);R5;display port;webcam;Win 10 pro;;magyar;új;használt A-;;enyhén karcos;nincs;2022.02.04;0;64000;60000;159,0;;;;;;;;notebook;1;hadrianus;2022.09.15;256;árlista;;;20211125_Elmű;2021.12.20;2021.12.20
2021.11.25;Elmű;1;#HIÁNYZIK;;5CG8141HLZ;H21/4:2164;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;IPS;FHD (1920 x 1080);R5;display port;webcam;Win 10 pro;;angol;új;használt A-;;enyhén kopott;nincs;2022.02.28;0;68000;64000;;Andris elvitte;;;;;;;notebook;1;hadrianus;2022.04.12;;;;;20211125_Elmű;2021.12.20;2021.12.20
2022.04.27;garból;1;#HIÁNYZIK;;5CG7375NKN;H21/3:6150;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;98;0;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;enyhén sérült burkolat;nincs;2022.05.31;0;60000;56000;;;;;;;;;notebook;1;hadrianus;2022.09.15;256;árlista;;;20220427_garból;2022.04.27;2022.04.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG7511N7Z;H22/1:5188;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;98;0;nincs;14;;FHD (1920 x 1080);R5;display port ;webcam;Win 10 pro;;magyar;gyenge;használt A-;;karcos, kopott;nincs;2022.09.21;0;60000;56000;;;;;;;;;notebook;1;hadrianus;2022.09.30;;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG7201NJ8;H22/1:4060;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;enyhén kopott;nincs;2022.09.13;0;60000;56000;;;;;;;;;notebook;1;hadrianus;2022.09.15;183;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG7180GWB;H22/1:4073;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;karcos burkolat;nincs;2022.08.25;0;60000;56000;;;;;;;;;notebook;1;hadrianus;2022.09.15;256;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG74762SR;H22/1:5180;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;98;0;nincs;14;;FHD (1920 x 1080);R5;display port ;webcam;Win 10 pro;;magyar;gyenge;használt A-;;karcos;nincs;;0;60000;56000;143,6;;;;;;;;notebook;1;hadrianus;2022.09.15;256;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG74019PV;h22/1:4530;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;99;0;nincs;14;;FHD (1920 x 1080);R5;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;enyhe fedlap karc;nincs;;0;60000;56000;143,6;;;;;;;;notebook;1;hadrianus;2022.09.15;256;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG7316FL5;H22/1:5181;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;95;0;nincs;14;;FHD (1920 x 1080);R5;display port ;webcam;Win 8 pro;;magyar;gyenge;használt A-;;fedlap karcos;nincs;2022.06.08;0;60000;56000;143,6;;;;;;;;notebook;1;hadrianus;2022.09.15;256;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG74762MT;H22/1:3928;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;enyhén kopott;nincs;2022.08.26;0;60000;56000;;;;;;;;;notebook;1;hadrianus;2022.09.15;256;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG7375NB2;H22/1:3923;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 8 pro;;magyar;új;használt A-;;kopott touchpad, enyhén kopott burkolat;nincs;2022.09.13;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;183;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG74762TB;H22/1:4527;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 10 pro;;magyar;új;használt A-;;enyhén kopott;nincs;2022.09.13;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;183;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG7316FKY;H22/1:4532;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 10 pro;;magyar;új;használt A-;;enyhén kopott, fedlap karcos;nincs;2022.09.13;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;183;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG8141HD8;H22/1:3944;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 10 pro;;magyar;új;használt A-;;enyhén kopott;nincs;2022.09.13;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;183;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG7381HP4;H22/1:3927;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;96;0;nincs;14;;FHD (1920 x 1080);R5;display port;webcam;Win 8 pro;;magyar;új;használt A-;;enyhén kopott;nincs;2022.08.29;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;183;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG7314193;H22/1:3934;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;99;0;nincs;14;;FHD (1920 x 1080);R5;display port;webcam;Win 10 pro;;magyar;új;használt A-;;enyhén kopott;nincs;2022.08.29;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;183;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG7511N5F;H22/1:3938;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;97;0;nincs;14;;FHD (1920 x 1080);R5;display port;webcam;Win 10 pro;;magyar;új;használt A-;;enyhén kopott;nincs;2022.08.29;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;183;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG8171WDD;H22/1:4067;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;96;0;nincs;14;;FHD (1920 x 1080);R5;display port;webcam;Win 10 pro;;magyar;új;használt A-;;enyhén kopott;nincs;2022.08.29;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;183;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG7511N3N;H22/1:4072;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;98;0;nincs;14;;FHD (1920 x 1080);R5;display port;webcam;Win 10 pro;;magyar;új;használt A-;;fedlap karcos;nincs;2022.08.29;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;183;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG7381HPK;H22/1:4074;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 10 pro;;magyar;új;használt A-;;karcos kopott burkolat;nincs;2022.08.30;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;183;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG7464MZZ;H22/1:5186;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;98;0;nincs;14;;FHD (1920 x 1080);R5;display port ;webcam;Win 10 pro;;magyar;új;használt A-;;nagyon enyhén kopott fedlap;nincs;2022.08.29;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;183;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG7381HQB;H22/1:4064;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 8 pro;;magyar;új;használt A-;;fedlap karcos;nincs;2022.09.12;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;183;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG8171WCD;H22/1:4080;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 8 pro;;magyar;új;használt A-;;enyhén kopott, fedlap karcos;nincs;2022.09.12;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;183;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG8051NQX;H22/1:5184;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 8 pro;;magyar;új;használt A-;;karcos burkolat;nincs;2022.08.25;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;256;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG7464MWS;H22/1:3915;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 10 pro;;magyar;új;használt A-;;enyhén kopott;nincs;2022.08.26;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;265;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG7250C6G;H22/1:3919;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;98;0;nincs;14;;FHD (1920 x 1080);R5;display port;webcam;Win 8 pro;;magyar;új;használt A-;;fedlap karcos;nincs;2022.08.25;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;265;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG74762TH;H22/1:3921;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;98;0;nincs;14;;FHD (1920 x 1080);R5;display port;webcam;Win 10 pro;;magyar;új;használt A-;;enyhén kopott;nincs;2022.08.25;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;265;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG7464N3F;H22/1:3922;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;96;0;nincs;14;;FHD (1920 x 1080);R5;display port;webcam;Win 10 pro;;magyar;új;használt A-;;fedlap karcos;nincs;2022.08.25;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;265;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG7381HQ2;H22/1:3937;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 8 pro;;magyar;új;használt A-;;karcos burkolat;nincs;2022.08.25;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;265;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG8184FGD;H22/1:3942;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 10 pro;;magyar;új;használt A-;;enyhén kopott;nincs;2022.08.26;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;265;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG7464MW7;H22/1:3943;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 10 pro;;magyar;új;használt A-;;enyhén kopott;nincs;2022.08.26;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;265;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG73941GX;H22/1:4075;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 8 pro;;magyar;új;használt A-;;kopott karcos burkolat;nincs;2022.08.25;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;265;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG8141H8Q;H22/1:4076;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 8 pro;;magyar;új;használt A-;;enyhén kopott;nincs;2022.08.25;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;265;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG8051NS7;H22/1:4078;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 8 pro;;magyar;új;használt A-;;karcos burkolat;nincs;2022.08.25;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;265;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG74019J4;H22/1:4525;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 10 pro;;magyar;új;használt A-;;enyhén kopott;nincs;2022.08.26;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;265;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG74762KY;H22/1:4529;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 10 pro;;magyar;új;használt A-;;enyhén karcos burkolat;nincs;2022.08.26;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;265;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG8184F34;H22/1:5182;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;display port ;webcam;Win 10 pro;;magyar;új;használt A-;;karcos burkolat;nincs;2022.08.26;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;265;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG74762T2;H22/1:5183;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;display port ;webcam;Win 10 pro;;magyar;új;használt A-;;karcos burkolat;nincs;2022.08.26;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;265;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG8051NRD;H22/1:5185;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;97;0;nincs;14;;FHD (1920 x 1080);R5;display port ;webcam;Win 10 pro;;magyar;új;használt A-;;nagyon enyhe fedlap hajszál karc;nincs;2022.08.25;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;265;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG8184F0P;H22/1:5187;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;display port ;webcam;Win 10 pro;;magyar;új;használt A-;;karcos burkolat;nincs;2022.08.26;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.15;265;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG7375NCG;H22/1:3924;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;98;0;nincs;14;;FHD (1920 x 1080);R5;display port;webcam;Win 8 pro;;magyar;új;használt A-;;enyhén kopott burkolat;nincs;2022.09.21;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.30;;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG7316FK2;H22/1:3933;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;96;0;nincs;14;;FHD (1920 x 1080);R5;display port;webcam;Win 8 pro;;magyar;új;használt A-;;enyhén kopott;nincs;2022.09.21;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.30;;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2022.05.12;Elmű;1;#HIÁNYZIK;;5CG7316FD1;H22/1:3929;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;95;0;nincs;14;;FHD (1920 x 1080);R5;display port;webcam;Win 8 pro;;magyar;új;használt A-;;enyhe fedlap és display karc;nincs;2022.09.21;0;64000;60000;;;;;;;;;notebook;1;hadrianus;2022.09.30;;árlista;;;20220512_Elmű;2022.05.20;2022.05.27
2021.06.22;Elmű;1;#HIÁNYZIK;;5CG7453136;H21/3:6130;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);R5;display port;webcam;Win 10 pro;;magyar;gyenge ;használt B;;kopott, karcos display;nincs;2022.02.16;0;52000;48000;123,1;;;;;;;;notebook;1;hadrianus;2022.09.15;266;árlista;;;20210622_Elmű;2021.10.27;2021.10.28
2021.06.22;Elmű;1;#HIÁNYZIK;;5CG7201NCP;H21/3:6152;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;FHD (1920 x 1080);R5;display port;webcam;Win 8 pro;;magyar;új;használt B;;erősen kopott, sérült ház;nincs;2021.11.09;0;58000;54000;138,5;;;;;;;;notebook;1;hadrianus;2022.09.15;266;árlista;;;20210622_Elmű;2021.10.27;2021.10.28
2021.11.25;Elmű;1;#HIÁNYZIK;;5CG8171WCQ;H21/4:4491;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2nvme ssd;96;0;nincs;14;;FHD (1920 x 1080);Integralt;display port;webcam;Win 10 pro;;magyar;gyenge;használt B;sérült, karcos display;kopott burkolat;nincs;2022.09.26;0;76000;72000;;;;;;;;;notebook;1;hadrianus;2022.02.02;;;;;20211125_Elmű;2021.12.20;2021.12.20
2021.11.25;Elmű;1;#HIÁNYZIK;;5CG7250C7Y;H21/4:2086;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;IPS;FHD (1920 x 1080);R5;display port;webcam;Win 10 pro;;magyar;gyenge;használt B;;fedlap erősen karcos;nincs;;0;52000;48000;123,1;;;;;;;;notebook;1;hadrianus;2022.09.15;266;árlista;;;20211125_Elmű;2021.12.20;2021.12.20
2021.11.25;Elmű;1;#HIÁNYZIK;;5CG7464MYJ;H21/4:3684;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;97;0;nincs;14;;HD+ (1600 x 900);R5;display port;webcam;Win 8 pro;;magyar;új;használt B;;erősen karcos burkolat, enyhén karcos display;nincs;2022.02.21;0;58000;54000;138,5;;;;;;;;notebook;1;hadrianus;2022.09.15;266;árlista;;;20211125_Elmű;2021.12.20;2021.12.20
2021.11.25;Elmű;1;#HIÁNYZIK;;5CG739529R;H21/4:3683;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;100;0;nincs;14;;HD+ (1600 x 900);R5;display port;webcam;Win 8 pro;;magyar;új;használt B;;karcos burkolat, karcos display;nincs;2022.02.21;0;58000;54000;138,5;;;;;;;;notebook;1;hadrianus;2022.09.15;266;árlista;;;20211125_Elmű;2021.12.20;2021.12.20
2021.11.25;Elmű;1;#HIÁNYZIK;;5CG7375NKW;H21/4:3689;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;97;0;nincs;14;;HD+ (1600 x 900);R5;display port;webcam;Win 8 pro;;magyar;új;használt B;;karcos burkolat, karcos display;nincs;2022.02.21;0;58000;54000;138,5;;;;;;;;notebook;1;hadrianus;2022.09.15;266;árlista;;;20211125_Elmű;2021.12.20;2021.12.20
2021.11.25;Elmű;1;#HIÁNYZIK;;5CG7375NL2;H21/4:3694;HP;Elitebook 745 G4;AMD;A10-8730B;2400;8192;ddr4;256;m2sata ssd;98;0;nincs;14;;HD+ (1600 x 900);R5;display port;webcam;Win 8 pro;;magyar;új;használt B;;karcos burkolat, enyhén karcos display;nincs;2022.02.22;0;58000;54000;138,5;;;;;;;;notebook;1;hadrianus;2022.09.15;266;árlista;;;20211125_Elmű;2021.12.20;2021.12.20
